state,district,district_id,year_month,respiratory_cases,cardiovascular_cases,diarrhoea_cases,total_opd_visits,month
Rajasthan,Jhunjhunu,527.0,2017-01,424.0,,,,1
Rajasthan,Jodhpur,528.0,2017-01,2162.0,,,,1
Rajasthan,Karauli,529.0,2017-01,2302.0,,,,1
Rajasthan,Kota,530.0,2017-01,2447.0,,,,1
Rajasthan,Nagaur,531.0,2017-01,2648.0,,,,1
Rajasthan,Pali,532.0,2017-01,1270.0,,,,1
Rajasthan,Pratapgarh,687.0,2017-01,211.0,,,,1
Rajasthan,Rajsamand,534.0,2017-01,769.0,,,,1
Rajasthan,Sawai Madhopur,535.0,2017-01,682.0,,,,1
Rajasthan,Sikar,536.0,2017-01,3148.0,,,,1
Rajasthan,Tonk,537.0,2017-01,2100.0,,,,1
Rajasthan,Udaipur,538.0,2017-01,1374.0,,,,1
Tamil Nadu,Ariyalur,545.0,2017-01,87.0,,,,1
Tamil Nadu,Chennai,547.0,2017-01,2805.0,,,,1
Tamil Nadu,Coimbatore,548.0,2017-01,54.0,,,,1
Tamil Nadu,Cuddalore,549.0,2017-01,90.0,,,,1
Tamil Nadu,Dharmapuri,550.0,2017-01,50.0,,,,1
Tamil Nadu,Dindigul,551.0,2017-01,41.0,,,,1
Tamil Nadu,Erode,552.0,2017-01,45.0,,,,1
Tamil Nadu,Kanchipuram,554.0,2017-01,9.0,,,,1
Tamil Nadu,Kanniyakumari,555.0,2017-01,78.0,,,,1
Tamil Nadu,Karur,556.0,2017-01,17.0,,,,1
Tamil Nadu,Krishnagiri,557.0,2017-01,231.0,,,,1
Tamil Nadu,Madurai,558.0,2017-01,275.0,,,,1
Tamil Nadu,Nagapattinam,560.0,2017-01,80.0,,,,1
Tamil Nadu,Namakkal,561.0,2017-01,181.0,,,,1
Tamil Nadu,Perambalur,562.0,2017-01,46.0,,,,1
Tamil Nadu,Pudukkottai,563.0,2017-01,20.0,,,,1
Tamil Nadu,Ramanathapuram,564.0,2017-01,919.0,,,,1
Tamil Nadu,Salem,566.0,2017-01,110.0,,,,1
Tamil Nadu,Sivaganga,567.0,2017-01,100.0,,,,1
Tamil Nadu,Thanjavur,569.0,2017-01,17.0,,,,1
Tamil Nadu,The Nilgiris,570.0,2017-01,131.0,,,,1
Tamil Nadu,Theni,571.0,2017-01,1.0,,,,1
Tamil Nadu,Thiruvallur,572.0,2017-01,108.0,,,,1
Tamil Nadu,Thiruvarur,573.0,2017-01,0.0,,,,1
Tamil Nadu,Tiruchirappalli,574.0,2017-01,601.0,,,,1
Tamil Nadu,Tirunelveli,575.0,2017-01,56.0,,,,1
Tamil Nadu,Tiruppur,577.0,2017-01,297.0,,,,1
Tamil Nadu,Tiruvannamalai,578.0,2017-01,36.0,,,,1
Tamil Nadu,Tuticorin,579.0,2017-01,105.0,,,,1
Tamil Nadu,Vellore,581.0,2017-01,248.0,,,,1
Tamil Nadu,Villupuram,582.0,2017-01,105.0,,,,1
Tamil Nadu,Virudhunagar,583.0,2017-01,172.0,,,,1
Telangana,Adilabad,584.0,2017-01,235.0,,,,1
Telangana,Bhadradri Kothagudem,585.0,2017-01,134.0,,,,1
Telangana,Hanumakonda,586.0,2017-01,0.0,,,,1
Telangana,Hyderabad,587.0,2017-01,130.0,,,,1
Telangana,Jagitial,588.0,2017-01,33.0,,,,1
Telangana,Jayashankar Bhupalapally,589.0,2017-01,160.51111136099763,,,,1
Telangana,Jogulamba Gadwal,590.0,2017-01,1.0,,,,1
Telangana,Kamareddy,591.0,2017-01,598.0,,,,1
Telangana,Karimnagar,592.0,2017-01,10.0,,,,1
Telangana,Khammam,593.0,2017-01,1147.0,,,,1
Telangana,Kumuram Bheem Asifabad,594.0,2017-01,55.0,,,,1
Telangana,Mahabubabad,595.0,2017-01,163.0,,,,1
Telangana,Mahabubnagar,596.0,2017-01,343.0,,,,1
Telangana,Mancherial,597.0,2017-01,38.0,,,,1
Telangana,Medak,598.0,2017-01,171.0,,,,1
Telangana,Medchal Malkajgiri,599.0,2017-01,14.0,,,,1
Telangana,Mulugu,600.0,2017-01,113.48888863900235,,,,1
Telangana,Nagarkurnool,601.0,2017-01,2.0,,,,1
Telangana,Nalgonda,602.0,2017-01,611.0,,,,1
Telangana,Nirmal,604.0,2017-01,262.0,,,,1
Telangana,Nizamabad,605.0,2017-01,127.0,,,,1
Telangana,Peddapalli,606.0,2017-01,10.0,,,,1
Telangana,Rajanna Sircilla,607.0,2017-01,106.0,,,,1
Telangana,Ranga Reddy,608.0,2017-01,5.0,,,,1
Telangana,Sangareddy,609.0,2017-01,209.0,,,,1
Telangana,Siddipet,610.0,2017-01,458.0,,,,1
Telangana,Suryapet,611.0,2017-01,25.0,,,,1
Telangana,Vikarabad,613.0,2017-01,47.0,,,,1
Telangana,Wanaparthy,614.0,2017-01,38.0,,,,1
Telangana,Yadadri Bhuvanagiri,615.0,2017-01,126.0,,,,1
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,616.0,2017-01,69.0,,,,1
The Dadra And Nagar Haveli And Daman And Diu,Daman,617.0,2017-01,25.0,,,,1
The Dadra And Nagar Haveli And Daman And Diu,Diu,618.0,2017-01,0.0,,,,1
Tripura,Dhalai,619.0,2017-01,108.0,,,,1
Tripura,Gomati,620.0,2017-01,75.0,,,,1
Tripura,Khowai,621.0,2017-01,20.0,,,,1
Tripura,North Tripura,622.0,2017-01,513.0,,,,1
Tripura,Sepahijala,623.0,2017-01,4.0,,,,1
Tripura,South Tripura,624.0,2017-01,58.0,,,,1
Tripura,Unakoti,625.0,2017-01,177.0,,,,1
Tripura,West Tripura,627.0,2017-01,329.0,,,,1
Uttar Pradesh,Agra,628.0,2017-01,3072.0,,,,1
Uttar Pradesh,Aligarh,629.0,2017-01,334.0,,,,1
Uttar Pradesh,Ambedkar Nagar,630.0,2017-01,1302.0,,,,1
Uttar Pradesh,Amethi,631.0,2017-01,229.0,,,,1
Uttar Pradesh,Amroha,632.0,2017-01,1452.0,,,,1
Uttar Pradesh,Auraiya,633.0,2017-01,293.0,,,,1
Uttar Pradesh,Ayodhya,634.0,2017-01,316.0,,,,1
Uttar Pradesh,Azamgarh,635.0,2017-01,796.0,,,,1
Uttar Pradesh,Baghpat,636.0,2017-01,870.0,,,,1
Uttar Pradesh,Bahraich,637.0,2017-01,2079.0,,,,1
Uttar Pradesh,Ballia,638.0,2017-01,157.0,,,,1
Uttar Pradesh,Balrampur,639.0,2017-01,2779.0,,,,1
Uttar Pradesh,Banda,640.0,2017-01,268.0,,,,1
Uttar Pradesh,Barabanki,641.0,2017-01,621.0,,,,1
Uttar Pradesh,Bareilly,642.0,2017-01,1376.0,,,,1
Uttar Pradesh,Basti,643.0,2017-01,66.0,,,,1
Uttar Pradesh,Bhadohi,644.0,2017-01,452.0,,,,1
Uttar Pradesh,Bijnor,645.0,2017-01,667.0,,,,1
Uttar Pradesh,Budaun,646.0,2017-01,1148.0,,,,1
Uttar Pradesh,Bulandshahr,647.0,2017-01,1623.0,,,,1
Uttar Pradesh,Chandauli,648.0,2017-01,22.0,,,,1
Uttar Pradesh,Chitrakoot,649.0,2017-01,602.0,,,,1
Uttar Pradesh,Deoria,650.0,2017-01,74.0,,,,1
Uttar Pradesh,Etah,651.0,2017-01,171.0,,,,1
Uttar Pradesh,Etawah,652.0,2017-01,620.0,,,,1
Uttar Pradesh,Farrukhabad,653.0,2017-01,1097.0,,,,1
Uttar Pradesh,Fatehpur,654.0,2017-01,238.0,,,,1
Uttar Pradesh,Firozabad,655.0,2017-01,897.0,,,,1
Uttar Pradesh,Gautam Buddha Nagar,656.0,2017-01,2398.0,,,,1
Uttar Pradesh,Ghaziabad,657.0,2017-01,2491.0,,,,1
Uttar Pradesh,Ghazipur,658.0,2017-01,387.0,,,,1
Uttar Pradesh,Gonda,659.0,2017-01,1349.0,,,,1
Uttar Pradesh,Gorakhpur,660.0,2017-01,239.0,,,,1
Uttar Pradesh,Hamirpur,661.0,2017-01,257.0,,,,1
Uttar Pradesh,Hapur,662.0,2017-01,9.0,,,,1
Uttar Pradesh,Hardoi,663.0,2017-01,255.0,,,,1
Uttar Pradesh,Hathras,664.0,2017-01,442.0,,,,1
Uttar Pradesh,Jalaun,665.0,2017-01,294.0,,,,1
Uttar Pradesh,Jaunpur,666.0,2017-01,49.0,,,,1
Uttar Pradesh,Jhansi,667.0,2017-01,1291.0,,,,1
Uttar Pradesh,Kannauj,668.0,2017-01,653.0,,,,1
Uttar Pradesh,Kanpur Dehat,669.0,2017-01,283.0,,,,1
Uttar Pradesh,Kanpur Nagar,670.0,2017-01,196.0,,,,1
Uttar Pradesh,Kasganj,671.0,2017-01,664.0,,,,1
Uttar Pradesh,Kaushambi,672.0,2017-01,420.0,,,,1
Uttar Pradesh,Kheri,673.0,2017-01,1314.0,,,,1
Uttar Pradesh,Kushi Nagar,674.0,2017-01,142.0,,,,1
Uttar Pradesh,Lalitpur,675.0,2017-01,1014.0,,,,1
Uttar Pradesh,Lucknow,676.0,2017-01,6745.0,,,,1
Uttar Pradesh,Mahoba,678.0,2017-01,3988.0,,,,1
Uttar Pradesh,Mainpuri,679.0,2017-01,35.0,,,,1
Uttar Pradesh,Mathura,680.0,2017-01,318.0,,,,1
Uttar Pradesh,Mau,681.0,2017-01,73.0,,,,1
Uttar Pradesh,Meerut,682.0,2017-01,1079.0,,,,1
Uttar Pradesh,Mirzapur,683.0,2017-01,718.0,,,,1
Uttar Pradesh,Moradabad,684.0,2017-01,1214.0,,,,1
Uttar Pradesh,Muzaffarnagar,685.0,2017-01,412.0,,,,1
Uttar Pradesh,Pilibhit,686.0,2017-01,281.0,,,,1
Uttar Pradesh,Pratapgarh,687.0,2017-01,404.0,,,,1
Uttar Pradesh,Prayagraj,688.0,2017-01,808.0,,,,1
Uttar Pradesh,Rae Bareli,689.0,2017-01,1122.0,,,,1
Uttar Pradesh,Rampur,690.0,2017-01,183.0,,,,1
Uttar Pradesh,Saharanpur,691.0,2017-01,2741.0,,,,1
Uttar Pradesh,Sambhal,692.0,2017-01,204.0,,,,1
Uttar Pradesh,Shahjahanpur,694.0,2017-01,1576.0,,,,1
Uttar Pradesh,Shamli,695.0,2017-01,120.0,,,,1
Uttar Pradesh,Siddharth Nagar,697.0,2017-01,22.0,,,,1
Uttar Pradesh,Sitapur,698.0,2017-01,846.0,,,,1
Uttar Pradesh,Sonbhadra,699.0,2017-01,1876.0,,,,1
Uttar Pradesh,Sultanpur,700.0,2017-01,23.0,,,,1
Uttar Pradesh,Unnao,702.0,2017-01,138.0,,,,1
Uttar Pradesh,Varanasi,703.0,2017-01,1307.0,,,,1
Uttarakhand,Almora,704.0,2017-01,27.0,,,,1
Uttarakhand,Bageshwar,705.0,2017-01,0.0,,,,1
Uttarakhand,Chamoli,706.0,2017-01,0.0,,,,1
Uttarakhand,Champawat,707.0,2017-01,0.0,,,,1
Uttarakhand,Dehradun,708.0,2017-01,1912.0,,,,1
Uttarakhand,Haridwar,709.0,2017-01,37.0,,,,1
Uttarakhand,Nainital,710.0,2017-01,267.0,,,,1
Uttarakhand,Pauri Garhwal,711.0,2017-01,412.0,,,,1
Uttarakhand,Pithoragarh,712.0,2017-01,481.0,,,,1
Uttarakhand,Rudra Prayag,713.0,2017-01,0.0,,,,1
Uttarakhand,Tehri Garhwal,714.0,2017-01,6.0,,,,1
Uttarakhand,Udam Singh Nagar,715.0,2017-01,45.0,,,,1
Uttarakhand,Uttar Kashi,717.0,2017-01,93.0,,,,1
West Bengal,Alipurduar,720.0,2017-01,375.0,,,,1
West Bengal,Bankura,721.0,2017-01,427.0,,,,1
West Bengal,Birbhum,722.0,2017-01,917.0,,,,1
West Bengal,Coochbehar,723.0,2017-01,700.0,,,,1
West Bengal,Darjeeling,724.0,2017-01,844.0,,,,1
West Bengal,Hooghly,727.0,2017-01,406.0,,,,1
West Bengal,Howrah,728.0,2017-01,1476.0,,,,1
West Bengal,Jalpaiguri,729.0,2017-01,280.0,,,,1
West Bengal,Jhargram,730.0,2017-01,176.0,,,,1
West Bengal,Kalimpong,731.0,2017-01,11.0,,,,1
West Bengal,Kolkata,732.0,2017-01,1135.0,,,,1
West Bengal,Murshidabad,736.0,2017-01,1268.0,,,,1
West Bengal,Nadia,737.0,2017-01,350.0,,,,1
West Bengal,Paschim Bardhaman,738.0,2017-01,132.0,,,,1
West Bengal,Purba Bardhaman,739.0,2017-01,1275.0,,,,1
West Bengal,Purulia,740.0,2017-01,737.0,,,,1
Andaman And Nicobar Islands,Nicobars,1.0,2016-01,0.0,,,,1
Andaman And Nicobar Islands,North And Middle Andaman,2.0,2016-01,0.0,,,,1
Andaman And Nicobar Islands,South Andamans,3.0,2016-01,33.3,,,,1
Andhra Pradesh,Chittoor,5.0,2016-01,2.6,,,,1
Andhra Pradesh,East Godavari,6.0,2016-01,5.5,,,,1
Andhra Pradesh,Guntur,7.0,2016-01,3.3,,,,1
Andhra Pradesh,Krishna,8.0,2016-01,1.3,,,,1
Andhra Pradesh,Kurnool,9.0,2016-01,2.9,,,,1
Andhra Pradesh,Prakasam,10.0,2016-01,1.1,,,,1
Andhra Pradesh,Srikakulam,12.0,2016-01,7.9,,,,1
Andhra Pradesh,Visakhapatnam,13.0,2016-01,3.6,,,,1
Andhra Pradesh,Vizianagaram,14.0,2016-01,2.8,,,,1
Andhra Pradesh,West Godavari,15.0,2016-01,3.7,,,,1
Andhra Pradesh,Y.S.R.,16.0,2016-01,0.0,,,,1
Arunachal Pradesh,Anjaw,17.0,2016-01,11.0,,,,1
Arunachal Pradesh,Changlang,18.0,2016-01,16.0,,,,1
Arunachal Pradesh,Dibang Valley,19.0,2016-01,0.0,,,,1
Arunachal Pradesh,East Kameng,20.0,2016-01,0.0,,,,1
Arunachal Pradesh,East Siang,21.0,2016-01,18.8,,,,1
Arunachal Pradesh,Kra Daadi,23.0,2016-01,0.0,,,,1
Arunachal Pradesh,Kurung Kumey,24.0,2016-01,25.0,,,,1
Arunachal Pradesh,Lohit,26.0,2016-01,50.0,,,,1
Arunachal Pradesh,Longding,27.0,2016-01,0.0,,,,1
Arunachal Pradesh,Lower Dibang Valley,28.0,2016-01,0.0,,,,1
Arunachal Pradesh,Lower Subansiri,30.0,2016-01,33.3,,,,1
Arunachal Pradesh,Namsai,31.0,2016-01,0.0,,,,1
Arunachal Pradesh,Papum Pare,33.0,2016-01,3.2,,,,1
Arunachal Pradesh,Siang,35.0,2016-01,0.0,,,,1
Arunachal Pradesh,Tawang,36.0,2016-01,0.0,,,,1
Arunachal Pradesh,Tirap,37.0,2016-01,0.0,,,,1
Arunachal Pradesh,Upper Siang,39.0,2016-01,0.0,,,,1
Arunachal Pradesh,Upper Subansiri,40.0,2016-01,18.5,,,,1
Arunachal Pradesh,West Kameng,41.0,2016-01,5.5,,,,1
Arunachal Pradesh,West Siang,42.0,2016-01,0.0,,,,1
Assam,Baksa,43.0,2016-01,6.5,,,,1
Assam,Barpeta,44.0,2016-01,4.9,,,,1
Assam,Bongaigaon,46.0,2016-01,8.7,,,,1
Assam,Cachar,47.0,2016-01,3.0,,,,1
Assam,Chirang,49.0,2016-01,2.0,,,,1
Assam,Darrang,50.0,2016-01,8.9,,,,1
Assam,Dhemaji,51.0,2016-01,6.6,,,,1
Assam,Dhubri,52.0,2016-01,6.8,,,,1
Assam,Dibrugarh,53.0,2016-01,5.4,,,,1
Assam,Dima Hasao,54.0,2016-01,15.2,,,,1
Assam,Goalpara,55.0,2016-01,18.7,,,,1
Assam,Golaghat,56.0,2016-01,2.2,,,,1
Assam,Hailakandi,57.0,2016-01,4.1,,,,1
Assam,Jorhat,59.0,2016-01,30.0,,,,1
Assam,Kamrup,60.0,2016-01,1.0,,,,1
Assam,Kamrup Metro,61.0,2016-01,4.3,,,,1
Assam,Karbi Anglong,62.0,2016-01,6.0,,,,1
Assam,Karimganj,63.0,2016-01,6.9,,,,1
Assam,Kokrajhar,64.0,2016-01,12.5,,,,1
Assam,Lakhimpur,65.0,2016-01,19.8,,,,1
Assam,Marigaon,67.0,2016-01,11.8,,,,1
Assam,Nagaon,68.0,2016-01,10.0,,,,1
Assam,Nalbari,69.0,2016-01,7.6,,,,1
Assam,Sivasagar,70.0,2016-01,10.3,,,,1
Assam,Sonitpur,71.0,2016-01,7.1,,,,1
Assam,Tinsukia,73.0,2016-01,3.0,,,,1
Assam,Udalguri,74.0,2016-01,11.9,,,,1
Bihar,Araria,77.0,2016-01,0.0,,,,1
Bihar,Arwal,78.0,2016-01,9.4,,,,1
Bihar,Aurangabad,366.0,2016-01,8.4,,,,1
Bihar,Banka,80.0,2016-01,14.5,,,,1
Bihar,Bhagalpur,81.0,2016-01,10.3,,,,1
Bihar,Bhojpur,82.0,2016-01,0.0,,,,1
Bihar,Buxar,83.0,2016-01,8.6,,,,1
Bihar,Darbhanga,84.0,2016-01,0.0,,,,1
Bihar,Gaya,85.0,2016-01,0.0,,,,1
Bihar,Jamui,86.0,2016-01,0.0,,,,1
Bihar,Jehanabad,87.0,2016-01,0.0,,,,1
Bihar,Kaimur (Bhabua),88.0,2016-01,0.0,,,,1
Bihar,Katihar,89.0,2016-01,0.9,,,,1
Bihar,Kishanganj,90.0,2016-01,3.5,,,,1
Bihar,Lakhisarai,91.0,2016-01,0.0,,,,1
Bihar,Madhepura,92.0,2016-01,0.0,,,,1
Bihar,Madhubani,93.0,2016-01,12.5,,,,1
Bihar,Munger,94.0,2016-01,4.1,,,,1
Bihar,Nalanda,95.0,2016-01,3.8,,,,1
Bihar,Nawada,96.0,2016-01,0.0,,,,1
Bihar,Pashchim Champaran,97.0,2016-01,0.0,,,,1
Bihar,Patna,98.0,2016-01,2.8,,,,1
Bihar,Purbi Champaran,99.0,2016-01,6.9,,,,1
Bihar,Purnia,100.0,2016-01,2.0,,,,1
Bihar,Rohtas,101.0,2016-01,11.8,,,,1
Bihar,Sheikhpura,102.0,2016-01,0.0,,,,1
Bihar,Sheohar,103.0,2016-01,4.2,,,,1
Bihar,Sitamarhi,104.0,2016-01,1.1,,,,1
Bihar,Supaul,105.0,2016-01,3.6,,,,1
Chandigarh,Chandigarh,106.0,2016-01,1.7,,,,1
Chhattisgarh,Balod,107.0,2016-01,5.5,,,,1
Chhattisgarh,Bastar,110.0,2016-01,17.6,,,,1
Chhattisgarh,Bemetara,111.0,2016-01,0.0,,,,1
Chhattisgarh,Bijapur,112.0,2016-01,36.8,,,,1
Chhattisgarh,Bilaspur,204.0,2016-01,13.4,,,,1
Chhattisgarh,Dhamtari,115.0,2016-01,9.2,,,,1
Chhattisgarh,Durg,116.0,2016-01,4.2,,,,1
Chhattisgarh,Gariyaband,117.0,2016-01,11.7,,,,1
Chhattisgarh,Janjgir-Champa,119.0,2016-01,4.8,,,,1
Chhattisgarh,Jashpur,120.0,2016-01,5.4,,,,1
Chhattisgarh,Kondagaon,123.0,2016-01,20.8,,,,1
Chhattisgarh,Korba,124.0,2016-01,14.1,,,,1
Chhattisgarh,Korea,125.0,2016-01,6.4,,,,1
Chhattisgarh,Mahasamund,126.0,2016-01,7.4,,,,1
Chhattisgarh,Mungeli,127.0,2016-01,12.5,,,,1
Chhattisgarh,Narayanpur,128.0,2016-01,7.0,,,,1
Chhattisgarh,Raigarh,129.0,2016-01,1.8,,,,1
Chhattisgarh,Raipur,130.0,2016-01,4.1,,,,1
Chhattisgarh,Rajnandgaon,131.0,2016-01,15.2,,,,1
Chhattisgarh,Sukma,132.0,2016-01,9.0,,,,1
Chhattisgarh,Surajpur,133.0,2016-01,3.1,,,,1
Chhattisgarh,Surguja,134.0,2016-01,8.3,,,,1
Delhi,Central,136.0,2016-01,3.6,,,,1
Delhi,East,540.0,2016-01,7.0,,,,1
Delhi,New Delhi,138.0,2016-01,8.6,,,,1
Delhi,North,541.0,2016-01,11.6,,,,1
Delhi,North East,140.0,2016-01,3.2,,,,1
Delhi,North West,141.0,2016-01,3.9,,,,1
Delhi,Shahdara,142.0,2016-01,3.1,,,,1
Delhi,South,542.0,2016-01,7.5,,,,1
Delhi,South East,144.0,2016-01,0.0,,,,1
Delhi,West,544.0,2016-01,1.9,,,,1
Goa,North Goa,147.0,2016-01,10.8,,,,1
Goa,South Goa,148.0,2016-01,0.0,,,,1
Gujarat,Ahmadabad,149.0,2016-01,0.9,,,,1
Gujarat,Amreli,150.0,2016-01,9.9,,,,1
Gujarat,Anand,151.0,2016-01,2.2,,,,1
Gujarat,Arvalli,152.0,2016-01,5.2,,,,1
Gujarat,Banas Kantha,153.0,2016-01,2.7,,,,1
Gujarat,Bharuch,154.0,2016-01,7.8,,,,1
Gujarat,Bhavnagar,155.0,2016-01,2.4,,,,1
Gujarat,Botad,156.0,2016-01,4.3,,,,1
Gujarat,Dang,157.0,2016-01,26.3,,,,1
Gujarat,Devbhumi Dwarka,158.0,2016-01,1.4,,,,1
Gujarat,Dohad,159.0,2016-01,10.9,,,,1
Gujarat,Gandhinagar,160.0,2016-01,2.9,,,,1
Gujarat,Gir Somnath,161.0,2016-01,3.8,,,,1
Gujarat,Jamnagar,162.0,2016-01,2.7,,,,1
Gujarat,Junagadh,163.0,2016-01,2.0,,,,1
Gujarat,Kachchh,164.0,2016-01,6.1,,,,1
Gujarat,Kheda,165.0,2016-01,0.0,,,,1
Gujarat,Mahesana,166.0,2016-01,4.4,,,,1
Gujarat,Mahisagar,167.0,2016-01,6.2,,,,1
Gujarat,Morbi,168.0,2016-01,5.2,,,,1
Gujarat,Narmada,169.0,2016-01,6.2,,,,1
Gujarat,Navsari,170.0,2016-01,4.2,,,,1
Gujarat,Panch Mahals,171.0,2016-01,1.9,,,,1
Gujarat,Patan,172.0,2016-01,1.2,,,,1
Gujarat,Porbandar,173.0,2016-01,2.4,,,,1
Gujarat,Rajkot,174.0,2016-01,4.1,,,,1
Gujarat,Sabar Kantha,175.0,2016-01,5.6,,,,1
Gujarat,Surat,176.0,2016-01,3.0,,,,1
Gujarat,Surendranagar,177.0,2016-01,1.8,,,,1
Gujarat,Tapi,178.0,2016-01,2.9,,,,1
Gujarat,Valsad,180.0,2016-01,5.8,,,,1
Haryana,Ambala,181.0,2016-01,5.8,,,,1
Haryana,Bhiwani,182.0,2016-01,3.0,,,,1
Haryana,Faridabad,184.0,2016-01,3.9,,,,1
Haryana,Fatehabad,185.0,2016-01,0.0,,,,1
Haryana,Gurugram,186.0,2016-01,3.7,,,,1
Haryana,Hisar,187.0,2016-01,1.4,,,,1
Haryana,Jhajjar,188.0,2016-01,3.8,,,,1
Haryana,Jind,189.0,2016-01,2.2,,,,1
Haryana,Kaithal,190.0,2016-01,2.5,,,,1
Haryana,Karnal,191.0,2016-01,1.0,,,,1
Haryana,Kurukshetra,192.0,2016-01,2.4,,,,1
Haryana,Mahendragarh,193.0,2016-01,8.3,,,,1
Haryana,Nuh,194.0,2016-01,4.6,,,,1
Haryana,Palwal,195.0,2016-01,2.8,,,,1
Haryana,Panchkula,196.0,2016-01,0.0,,,,1
Haryana,Panipat,197.0,2016-01,2.3,,,,1
Haryana,Rewari,198.0,2016-01,5.4,,,,1
Haryana,Rohtak,199.0,2016-01,6.4,,,,1
Haryana,Sirsa,200.0,2016-01,5.6,,,,1
Haryana,Sonipat,201.0,2016-01,6.9,,,,1
Haryana,Yamunanagar,203.0,2016-01,5.6,,,,1
Himachal Pradesh,Bilaspur,204.0,2016-01,4.3,,,,1
Himachal Pradesh,Chamba,205.0,2016-01,4.9,,,,1
Himachal Pradesh,Hamirpur,661.0,2016-01,9.7,,,,1
Himachal Pradesh,Kangra,207.0,2016-01,3.3,,,,1
Himachal Pradesh,Kinnaur,208.0,2016-01,0.0,,,,1
Himachal Pradesh,Kullu,209.0,2016-01,6.6,,,,1
Himachal Pradesh,Lahul And Spiti,210.0,2016-01,0.0,,,,1
Himachal Pradesh,Mandi,211.0,2016-01,3.6,,,,1
Himachal Pradesh,Shimla,212.0,2016-01,3.8,,,,1
Himachal Pradesh,Sirmaur,213.0,2016-01,6.0,,,,1
Himachal Pradesh,Solan,214.0,2016-01,1.5,,,,1
Himachal Pradesh,Una,215.0,2016-01,6.1,,,,1
Jammu And Kashmir,Anantnag,216.0,2016-01,1.8,,,,1
Jammu And Kashmir,Bandipora,217.0,2016-01,0.0,,,,1
Jammu And Kashmir,Baramulla,218.0,2016-01,11.2,,,,1
Jammu And Kashmir,Budgam,219.0,2016-01,0.0,,,,1
Jammu And Kashmir,Doda,220.0,2016-01,0.0,,,,1
Jammu And Kashmir,Ganderbal,221.0,2016-01,33.3,,,,1
Jammu And Kashmir,Jammu,222.0,2016-01,0.0,,,,1
Jammu And Kashmir,Kathua,223.0,2016-01,75.0,,,,1
Jammu And Kashmir,Kishtwar,224.0,2016-01,33.3,,,,1
Jammu And Kashmir,Kulgam,225.0,2016-01,7.7,,,,1
Jammu And Kashmir,Kupwara,226.0,2016-01,7.7,,,,1
Jammu And Kashmir,Poonch,227.0,2016-01,1.6,,,,1
Jammu And Kashmir,Pulwama,228.0,2016-01,0.0,,,,1
Jammu And Kashmir,Rajouri,229.0,2016-01,0.0,,,,1
Jammu And Kashmir,Ramban,230.0,2016-01,39.5,,,,1
Jammu And Kashmir,Reasi,231.0,2016-01,9.5,,,,1
Jammu And Kashmir,Samba,232.0,2016-01,0.0,,,,1
Jammu And Kashmir,Shopian,233.0,2016-01,0.0,,,,1
Jammu And Kashmir,Srinagar,234.0,2016-01,0.0,,,,1
Jammu And Kashmir,Udhampur,235.0,2016-01,7.1,,,,1
Jharkhand,Bokaro,237.0,2016-01,9.8,,,,1
Jharkhand,Chatra,238.0,2016-01,0.0,,,,1
Jharkhand,Deoghar,239.0,2016-01,0.0,,,,1
Jharkhand,Dhanbad,240.0,2016-01,0.0,,,,1
Jharkhand,Dumka,241.0,2016-01,10.6,,,,1
Jharkhand,East Singhbum,242.0,2016-01,3.8,,,,1
Jharkhand,Garhwa,243.0,2016-01,0.0,,,,1
Jharkhand,Giridih,244.0,2016-01,4.5,,,,1
Jharkhand,Godda,245.0,2016-01,25.0,,,,1
Jharkhand,Gumla,246.0,2016-01,4.3,,,,1
Jharkhand,Hazaribagh,247.0,2016-01,3.7,,,,1
Jharkhand,Jamtara,248.0,2016-01,15.0,,,,1
Jharkhand,Khunti,249.0,2016-01,4.0,,,,1
Jharkhand,Koderma,250.0,2016-01,0.0,,,,1
Jharkhand,Latehar,251.0,2016-01,1.7,,,,1
Jharkhand,Lohardaga,252.0,2016-01,11.4,,,,1
Jharkhand,Pakur,253.0,2016-01,7.1,,,,1
Jharkhand,Palamu,254.0,2016-01,0.0,,,,1
Jharkhand,Ramgarh,255.0,2016-01,4.8,,,,1
Jharkhand,Ranchi,256.0,2016-01,0.0,,,,1
Jharkhand,Sahebganj,257.0,2016-01,16.7,,,,1
Jharkhand,Saraikela Kharsawan,258.0,2016-01,3.4,,,,1
Jharkhand,Simdega,259.0,2016-01,15.2,,,,1
Jharkhand,West Singhbhum,261.0,2016-01,2.7,,,,1
Karnataka,Bagalkote,262.0,2016-01,0.0,,,,1
Karnataka,Ballari,263.0,2016-01,0.9,,,,1
Karnataka,Belagavi,264.0,2016-01,1.7,,,,1
Karnataka,Bengaluru Rural,265.0,2016-01,6.7,,,,1
Karnataka,Bengaluru Urban,266.0,2016-01,2.8,,,,1
Karnataka,Bidar,267.0,2016-01,1.7,,,,1
Karnataka,Chamarajanagara,268.0,2016-01,2.9,,,,1
Karnataka,Chikkaballapura,269.0,2016-01,7.1,,,,1
Karnataka,Chikkamagaluru,270.0,2016-01,12.1,,,,1
Karnataka,Chitradurga,271.0,2016-01,4.1,,,,1
Karnataka,Dakshina Kannada,272.0,2016-01,2.8,,,,1
Karnataka,Davangere,273.0,2016-01,1.4,,,,1
Karnataka,Dharwad,274.0,2016-01,0.2,,,,1
