district_id,year,quarter,ph,dissolved_oxygen_mg_l,bod_mg_l,total_coliform_mpn,turbidity_ntu,tds_mg_l
24,2023,1,6.92,4.5,0.5,15,5.82,292.2
24,2023,2,7.62,5.5,3.25,127,7.83,314.9
24,2023,3,6.93,6.16,0.71,101,1.11,358.6
24,2023,4,7.08,4.87,4.88,458,2.77,291.2
25,2019,1,6.88,5.21,1.27,493,9.8,270.7
25,2019,2,7.48,6.67,1.27,38,6.47,484.6
25,2019,3,7.45,4.83,1.27,51,1.14,279.4
25,2019,4,6.69,4.65,0.5,255,6.48,186.1
25,2020,1,5.89,6.14,0.5,397,6.7,252.6
25,2020,2,7.52,5.01,4.26,832,4.25,243.1
25,2020,3,7.35,4.84,0.5,83,5.89,168.7
25,2020,4,7.14,4.84,1.01,68,5.6,284.7
25,2021,1,7.03,4.54,2.03,1274,7.07,392.6
25,2021,2,6.2,2.92,0.5,316,7.98,300.7
25,2021,3,7.19,4.84,2.42,154,4.06,359.4
25,2021,4,6.91,5.64,0.5,946,42.83,203.7
25,2022,1,7.62,6.33,4.2,75,17.96,308.7
25,2022,2,6.54,3.04,1.27,89,0.5,242.2
25,2022,3,7.46,4.53,1.6,272,0.5,326.0
25,2022,4,7.08,4.15,1.42,516,7.05,203.1
25,2023,1,7.3,5.05,0.5,232,1.17,438.7
25,2023,2,6.41,5.1,1.16,141,4.78,352.8
25,2023,3,7.83,5.06,1.5,624,8.95,374.5
25,2023,4,7.83,3.93,8.39,734,5.07,195.5
26,2019,1,7.22,4.69,1.88,195,1.67,311.3
26,2019,2,7.21,5.78,0.82,885,0.83,354.9
26,2019,3,7.63,4.66,1.8,236,0.5,311.6
26,2019,4,7.39,5.4,7.22,86,4.1,397.6
26,2020,1,7.56,5.52,2.21,448,5.7,303.9
26,2020,2,6.71,6.47,2.19,87,0.5,430.0
26,2020,3,7.3,6.24,0.99,261,0.94,290.3
26,2020,4,6.72,4.5,2.46,213,1.19,334.2
26,2021,1,7.11,4.94,3.2,51,1.66,197.3
26,2021,2,7.15,4.95,2.17,371,5.69,235.6
26,2021,3,7.58,4.45,0.73,224,6.94,367.1
26,2021,4,7.29,6.24,1.13,460,5.99,258.5
26,2022,1,7.86,3.97,0.5,966,14.88,248.8
26,2022,2,6.41,4.88,0.66,1074,0.74,193.7
26,2022,3,7.03,4.0,3.75,100,9.79,352.1
26,2022,4,7.39,4.28,2.65,287,2.22,226.7
26,2023,1,6.92,6.72,7.02,644,8.88,227.8
26,2023,2,7.22,4.56,2.09,10,8.6,336.9
26,2023,3,8.03,5.72,5.29,252,1.01,325.1
26,2023,4,7.01,4.81,0.5,26,14.84,320.3
27,2019,1,6.31,4.56,1.09,108,3.86,240.6
27,2019,2,6.62,5.05,2.04,330,2.5,431.5
27,2019,3,7.11,5.24,2.75,431,5.51,270.2
27,2019,4,8.03,4.734999999999999,3.39,1527,0.5,295.3
27,2020,1,7.52,4.734999999999999,3.76,171,2.92,370.8
27,2020,2,6.39,3.43,0.65,154,1.46,184.9
27,2020,3,7.59,6.03,2.15,430,0.5,341.8
27,2020,4,7.38,5.47,1.03,344,4.31,216.9
27,2021,1,7.2,5.32,0.8,542,0.5,312.1
27,2021,2,7.49,3.94,2.27,321,4.31,349.4
27,2021,3,7.98,7.07,0.5,794,0.7,309.3
27,2021,4,7.03,5.61,4.15,658,12.17,255.9
27,2022,1,7.4,3.61,1.12,134,3.78,387.5
27,2022,2,6.67,4.14,9.1,334,3.84,324.1
27,2022,3,7.48,3.32,4.22,162,0.91,334.9
27,2022,4,6.78,7.92,1.79,95,0.5,239.9
27,2023,1,6.97,4.91,2.74,59,2.78,345.8
27,2023,2,7.04,4.48,1.93,307,5.26,368.6
27,2023,3,6.58,4.51,0.5,220,1.12,324.9
27,2023,4,7.55,4.08,3.79,251,0.72,302.6
28,2019,1,7.35,5.03,1.38,717,0.87,480.3
28,2019,2,6.52,7.93,3.31,446,1.61,384.9
28,2019,3,7.91,3.82,0.5,713,0.5,249.5
28,2019,4,7.62,5.76,0.5,318,7.16,265.6
28,2020,1,7.48,5.14,2.32,239,5.28,353.9
28,2020,2,6.97,5.37,1.54,504,1.01,178.5
28,2020,3,8.07,5.22,0.53,226,0.68,330.8
28,2020,4,7.46,6.06,7.05,461,3.25,401.2
28,2021,1,6.74,4.46,2.3,560,8.23,369.8
28,2021,2,7.61,5.01,1.13,836,2.71,408.4
28,2021,3,6.62,5.22,1.38,156,0.94,378.9
28,2021,4,7.07,4.26,0.5,30,7.68,334.6
28,2022,1,6.69,5.72,7.04,675,0.5,396.4
28,2022,2,6.29,3.63,1.22,617,14.94,346.2
28,2022,3,7.13,3.42,1.92,168,3.01,273.6
28,2022,4,7.75,5.93,5.52,219,2.26,370.2
28,2023,1,7.8,5.34,0.5,570,0.77,154.9
28,2023,2,6.96,5.59,0.5,212,1.5,580.9
28,2023,3,6.7,7.14,0.5,61,8.27,225.5
28,2023,4,8.32,4.72,5.39,552,6.66,229.2
29,2019,1,7.53,8.26,0.76,318,0.58,135.7
29,2019,2,7.53,3.73,0.5,141,1.45,268.8
29,2019,3,7.01,7.51,4.92,591,0.81,316.5
29,2019,4,7.57,6.39,2.8,105,0.9,204.6
29,2020,1,7.06,3.87,0.5,447,5.87,289.0
29,2020,2,7.37,5.54,0.87,82,1.35,404.0
29,2020,3,6.28,4.88,6.24,73,6.88,367.4
29,2020,4,6.31,5.81,1.76,437,1.92,441.7
29,2021,1,7.14,5.28,2.76,77,4.53,263.4
29,2021,2,7.29,4.9,3.85,340,3.13,313.7
29,2021,3,7.58,6.54,7.1,265,6.58,371.5
29,2021,4,7.17,6.08,5.67,109,2.31,339.8
29,2022,1,7.6,3.44,1.09,212,14.08,532.0
29,2022,2,7.04,7.77,0.5,42,1.14,261.6
29,2022,3,7.19,4.69,0.99,357,5.3,308.0
29,2022,4,6.89,3.57,5.06,349,3.02,419.7
29,2023,1,7.05,4.07,1.99,811,5.47,292.1
29,2023,2,8.24,4.07,8.87,730,2.3,292.5
29,2023,3,7.62,3.09,2.13,254,0.54,515.0
29,2023,4,6.99,4.52,2.76,322,0.64,293.8
30,2019,1,7.68,6.75,0.5,71,16.17,335.9
30,2019,2,7.36,4.23,8.29,1421,1.43,311.0
30,2019,3,6.59,3.63,2.71,16,0.5,317.2
30,2019,4,6.65,4.9,4.25,535,5.99,294.3
30,2020,1,7.54,5.84,9.45,37,0.5,276.3
30,2020,2,7.1,7.47,3.81,13,9.67,301.2
30,2020,3,6.97,5.33,5.49,915,0.5,395.4
30,2020,4,6.84,6.81,5.18,52,0.59,273.6
30,2021,1,7.1,4.54,0.5,63,8.86,317.9
30,2021,2,7.79,3.76,0.57,481,0.53,219.4
30,2021,3,6.54,5.33,6.46,8,4.86,254.6
30,2021,4,7.67,4.38,3.59,216,2.66,238.2
30,2022,1,7.52,7.59,18.58,119,2.12,289.1
30,2022,2,6.75,7.9,0.5,722,0.59,330.9
30,2022,3,7.0,4.38,3.08,1496,0.5,228.5
30,2022,4,7.83,6.18,7.45,116,8.35,151.6
30,2023,1,7.5,5.98,5.7,311,8.47,373.3
30,2023,2,7.01,5.47,4.03,285,1.79,356.3
30,2023,3,6.3,5.03,1.88,495,4.47,264.4
30,2023,4,7.55,5.24,3.48,159,0.57,341.6
31,2019,1,7.27,4.22,4.0,106,7.73,323.1
31,2019,2,6.61,5.88,0.5,406,11.17,302.3
31,2019,3,7.19,4.96,0.65,605,0.5,369.6
31,2019,4,6.61,4.91,7.32,30,3.09,291.2
31,2020,1,7.27,4.05,7.89,27,0.69,374.6
31,2020,2,6.3,5.58,6.47,303,22.35,276.4
31,2020,3,7.62,3.31,0.5,208,7.08,319.4
31,2020,4,7.01,4.31,0.5,274,2.97,258.7
31,2021,1,7.34,6.45,7.05,34,0.63,318.4
31,2021,2,7.13,5.73,1.26,201,0.65,254.8
31,2021,3,7.01,5.37,0.5,31,1.39,320.5
31,2021,4,6.94,5.2,11.86,122,5.52,300.0
31,2022,1,6.9,4.64,2.5,289,2.23,365.0
31,2022,2,7.09,3.27,6.87,10,5.65,269.4
31,2022,3,6.91,3.6,3.12,187,8.04,396.6
31,2022,4,7.26,3.14,4.06,223,0.5,246.0
31,2023,1,7.03,6.0,3.12,964,2.49,290.6
31,2023,2,7.3,3.94,5.23,261,0.55,282.5
31,2023,3,6.5,3.68,0.82,372,5.52,339.5
31,2023,4,7.03,3.2,0.5,75,0.5,229.4
32,2019,1,7.62,3.26,3.39,718,1.78,273.4
32,2019,2,8.12,4.67,4.43,118,1.36,319.4
32,2019,3,7.08,5.16,4.77,23,7.18,85.6
32,2019,4,7.46,3.78,1.3,96,1.61,277.8
32,2020,1,7.73,6.86,3.8,415,0.84,264.2
32,2020,2,7.94,6.12,0.72,10,2.92,269.4
32,2020,3,7.99,6.18,4.29,77,8.77,341.6
32,2020,4,7.12,8.41,6.35,725,4.81,225.7
32,2021,1,6.63,6.93,8.0,952,0.92,314.0
32,2021,2,7.44,4.62,0.5,624,1.27,350.1
32,2021,3,7.48,3.64,2.56,313,1.36,334.4
32,2021,4,7.17,4.95,1.36,441,1.3,332.0
32,2022,1,7.14,5.94,0.64,248,8.66,203.1
32,2022,2,6.88,3.6,0.5,16,9.39,266.2
32,2022,3,7.26,4.81,1.05,647,5.21,200.1
32,2022,4,6.8,4.78,6.74,148,1.58,196.1
32,2023,1,8.15,4.99,2.37,156,3.18,285.6
32,2023,2,6.85,5.21,2.37,303,5.47,357.1
32,2023,3,6.49,2.89,1.31,27,2.75,285.1
32,2023,4,7.25,4.95,1.33,13,1.12,365.7
33,2019,1,7.55,6.44,3.87,29,3.08,358.6
33,2019,2,7.22,6.75,0.97,390,8.42,361.7
33,2019,3,7.17,4.75,5.06,76,6.13,306.2
33,2019,4,7.57,3.81,3.15,131,21.04,257.5
33,2020,1,6.79,6.65,0.5,481,21.95,318.2
33,2020,2,6.77,5.25,1.76,71,3.27,382.7
33,2020,3,7.63,6.92,2.63,819,0.5,298.0
33,2020,4,6.71,4.57,3.17,154,14.49,372.8
33,2021,1,6.95,6.35,2.56,405,0.92,346.0
33,2021,2,7.62,4.85,3.27,303,3.24,235.3
33,2021,3,7.45,5.35,2.32,172,1.13,295.3
33,2021,4,7.84,4.39,1.51,455,1.14,364.3
33,2022,1,7.255,4.81,3.41,24,2.72,169.0
33,2022,2,7.29,5.5,0.83,279,8.48,408.3
33,2022,3,6.68,4.04,1.62,463,11.09,308.4
33,2022,4,6.72,6.61,7.57,180,2.48,261.7
33,2023,1,6.62,5.25,3.03,368,9.77,255.6
33,2023,2,7.255,4.87,2.95,104,1.18,333.6
33,2023,3,7.86,5.01,0.5,376,7.67,259.6
33,2023,4,7.98,5.66,2.3,593,5.4,381.1
34,2019,1,6.36,5.6,7.19,250,7.8,324.1
34,2019,2,7.62,4.54,0.73,1317,5.97,347.0
34,2019,3,6.86,5.08,0.74,768,8.86,526.0
34,2019,4,7.17,4.14,3.75,92,12.33,317.9
34,2020,1,7.48,5.5,9.67,251,10.28,279.8
34,2020,2,7.75,4.3,1.52,111,5.28,266.3
34,2020,3,6.92,3.83,18.5,293,5.05,272.2
34,2020,4,6.18,4.95,14.42,449,1.68,246.3
34,2021,1,7.74,3.26,0.5,1082,14.26,219.9
34,2021,2,7.27,7.24,6.54,618,6.55,354.5
34,2021,3,7.06,3.76,4.55,7257,5.1,246.0
34,2021,4,6.21,5.25,0.67,536,0.53,418.2
34,2022,1,7.72,5.87,8.42,242,30.03,296.2
34,2022,2,7.03,6.77,7.74,266,12.12,221.1
34,2022,3,6.95,5.2,1.31,229,10.43,328.7
34,2022,4,7.3,4.24,0.88,588,7.23,344.4
34,2023,1,7.115,5.06,15.71,1229,4.14,362.8
34,2023,2,7.21,7.01,4.5,1268,12.0,445.3
34,2023,3,6.76,5.64,4.77,193,0.5,421.6
34,2023,4,7.115,2.59,8.54,412,3.62,182.0
35,2019,1,6.05,4.33,0.5,387,4.74,266.3
35,2019,2,6.54,5.9,0.72,191,7.52,354.3
35,2019,3,8.11,5.31,4.73,412,3.12,142.3
35,2019,4,7.23,4.08,6.94,114,14.76,235.2
35,2020,1,8.03,4.38,2.72,66,6.72,254.6
35,2020,2,6.92,6.26,1.83,243,0.67,239.9
35,2020,3,7.115,8.64,4.21,249,1.24,259.6
35,2020,4,7.4,4.21,3.48,69,9.06,401.1
35,2021,1,7.76,3.15,4.03,166,3.54,374.7
35,2021,2,6.58,6.02,0.96,138,4.03,295.0
35,2021,3,7.16,3.29,0.5,594,3.91,283.1
35,2021,4,7.05,5.61,1.3,66,9.49,202.5
35,2022,1,6.79,3.26,1.75,119,16.61,394.0
35,2022,2,7.98,6.62,2.86,152,3.07,220.1
35,2022,3,7.115,5.31,1.01,310,2.33,335.6
35,2022,4,7.89,5.93,1.89,862,8.43,292.6
35,2023,1,6.44,4.31,1.45,90,11.54,240.9
35,2023,2,6.29,5.22,5.66,221,0.5,417.0
35,2023,3,7.07,4.71,2.17,101,18.15,374.2
35,2023,4,7.16,5.06,2.51,214,71.23,383.2
36,2019,1,7.79,4.83,2.08,87,1.29,252.5
36,2019,2,6.35,7.1,3.74,60,0.5,94.2
36,2019,3,7.22,6.03,0.5,93,2.91,225.4
36,2019,4,6.49,4.74,2.65,150,12.7,153.4
36,2020,1,6.99,2.48,4.51,71,0.6,321.5
36,2020,2,7.92,2.37,3.14,910,0.52,243.8
36,2020,3,7.04,6.08,1.88,721,1.97,336.0
36,2020,4,6.51,4.15,6.87,30,0.68,357.9
36,2021,1,7.28,6.69,2.25,405,1.77,331.7
36,2021,2,7.22,5.89,2.16,97,4.3,180.6
36,2021,3,7.24,3.97,5.35,211,7.98,179.9
36,2021,4,7.66,6.69,0.5,633,6.01,292.1
36,2022,1,7.11,6.2,3.26,285,1.27,180.5
36,2022,2,6.75,5.35,0.82,124,10.77,331.4
36,2022,3,7.68,5.11,3.94,104,2.61,323.8
36,2022,4,6.55,5.65,4.11,140,0.5,192.0
36,2023,1,6.95,1.78,0.99,803,0.89,289.1
36,2023,2,7.25,4.76,0.56,77,1.44,286.2
36,2023,3,7.94,6.75,4.09,128,0.5,317.3
36,2023,4,7.22,5.09,6.86,185,0.88,481.2
37,2019,1,7.3,8.19,3.78,261,11.42,312.0
37,2019,2,6.58,5.3149999999999995,4.84,117,5.05,375.9
37,2019,3,7.33,5.3149999999999995,4.72,150,0.64,367.6
37,2019,4,6.88,6.72,1.59,240,8.29,320.8
37,2020,1,7.47,5.81,0.5,858,0.59,213.3
37,2020,2,7.78,4.89,1.59,25,5.66,327.7
37,2020,3,7.33,4.4,0.85,314,6.9,167.1
37,2020,4,5.5,4.91,0.5,50,1.79,298.5
37,2021,1,7.13,5.99,0.5,580,2.83,459.0
37,2021,2,7.25,5.42,0.5,228,2.91,282.9
37,2021,3,7.33,5.74,2.92,187,4.25,342.5
37,2021,4,7.33,6.62,0.5,115,1.32,355.5
37,2022,1,6.99,3.92,5.62,210,4.99,211.8
37,2022,2,7.89,3.34,1.24,166,1.17,226.7
37,2022,3,6.76,5.49,0.75,41,3.83,341.1
37,2022,4,7.62,4.84,1.62,26,7.89,300.6
37,2023,1,7.53,2.8,3.59,18,4.81,467.2
37,2023,2,8.02,4.45,3.13,1333,10.16,388.3
37,2023,3,7.46,5.99,0.5,696,3.99,240.5
37,2023,4,8.18,5.21,3.35,225,0.8,270.8
38,2019,1,6.79,4.99,2.67,769,5.42,233.0
38,2019,2,7.29,5.06,0.93,208,7.85,190.4
38,2019,3,7.5,5.24,2.49,853,7.65,278.1
38,2019,4,7.83,5.15,0.67,41,5.55,380.5
38,2020,1,7.83,3.39,3.88,165,3.71,166.9
38,2020,2,7.6,4.76,2.02,220,3.37,365.1
38,2020,3,8.12,6.81,0.5,236,5.7,296.9
38,2020,4,6.88,6.3,2.17,759,8.12,192.4
38,2021,1,7.79,4.92,2.6,177,6.87,216.8
38,2021,2,6.99,2.97,0.5,899,2.99,383.6
38,2021,3,7.05,3.22,0.8,92,1.75,388.4
38,2021,4,7.13,4.31,0.5,250,0.5,308.5
38,2022,1,6.83,5.15,1.12,750,0.68,161.4
38,2022,2,7.29,4.17,3.4,123,0.99,381.0
38,2022,3,7.14,4.67,2.82,179,4.04,388.1
38,2022,4,7.23,3.4,6.21,863,1.04,429.1
38,2023,1,6.72,4.74,1.79,21,11.91,231.3
38,2023,2,8.14,4.48,3.16,285,1.25,285.2
38,2023,3,7.4,4.32,1.94,36,6.3,352.5
38,2023,4,7.42,4.92,0.5,58,2.36,422.2
39,2019,1,7.06,2.48,2.63,88,2.99,277.2
39,2019,2,7.26,5.47,0.5,481,1.3,365.2
39,2019,3,7.79,3.66,4.34,215,11.79,281.5
39,2019,4,7.66,4.68,2.54,291,3.26,488.0
39,2020,1,7.65,5.23,2.5,153,11.77,290.6
39,2020,2,7.01,4.8,2.585,129,0.85,309.4
39,2020,3,7.37,4.51,9.19,183,3.3,320.3
39,2020,4,8.11,3.53,1.42,423,0.5,220.7
39,2021,1,6.69,6.71,1.64,308,24.5,262.3
39,2021,2,6.77,6.88,1.01,79,8.05,251.6
39,2021,3,7.83,6.73,3.56,64,24.21,299.4
39,2021,4,7.31,5.05,1.26,9,4.93,216.1
39,2022,1,7.34,7.38,2.5,582,5.95,252.4
39,2022,2,7.42,3.76,2.585,144,6.77,395.7
39,2022,3,8.5,4.15,0.5,555,1.37,376.3
39,2022,4,6.85,4.33,10.26,220,0.5,207.7
39,2023,1,7.34,2.87,8.29,884,4.77,235.0
39,2023,2,7.67,5.01,9.12,61,1.11,250.4
39,2023,3,6.52,4.8,7.33,204,5.06,238.0
39,2023,4,6.84,5.8,21.82,301,0.5,290.6
40,2019,1,6.77,3.8,2.37,2,5.31,430.1
40,2019,2,6.89,3.32,2.15,5,8.96,291.6
40,2019,3,6.86,3.04,0.53,117,1.96,293.7
40,2019,4,6.73,5.35,9.43,325,1.87,204.9
40,2020,1,6.78,4.42,4.91,284,2.5,309.3
40,2020,2,7.31,4.62,1.28,199,0.5,236.1
40,2020,3,7.1,4.49,0.5,203,5.92,344.0
40,2020,4,7.79,5.19,2.62,187,4.5,253.0
40,2021,1,7.66,5.1,4.74,163,0.98,397.1
40,2021,2,7.03,5.97,0.5,16,0.99,280.1
40,2021,3,7.42,3.9,1.26,62,0.5,267.1
40,2021,4,6.84,4.82,0.63,73,3.57,380.8
40,2022,1,7.19,5.92,0.58,1305,10.02,292.2
40,2022,2,6.55,2.14,5.85,49,0.86,347.8
40,2022,3,6.66,3.83,1.86,75,3.47,429.1
40,2022,4,7.38,5.09,7.04,520,0.5,338.0
40,2023,1,7.49,4.39,0.9,56,7.33,358.4
40,2023,2,7.54,5.4,0.75,626,7.4,321.9
40,2023,3,6.87,4.78,3.05,404,0.56,403.7
40,2023,4,7.51,4.62,8.91,337,0.5,269.1
41,2019,1,6.59,4.31,2.54,525,1.22,305.9
41,2019,2,6.96,6.07,0.5,239,1.91,352.8
41,2019,3,6.2,6.66,11.07,122,0.74,291.1
41,2019,4,7.15,6.79,15.57,3296,3.26,220.8
41,2020,1,6.6,4.79,23.58,868,0.5,435.0
41,2020,2,7.02,5.47,4.09,825,10.66,196.7
41,2020,3,7.28,7.2,23.69,2149,5.02,430.7
41,2020,4,6.74,5.87,16.44,321,4.19,162.0
41,2021,1,8.23,4.11,3.18,613,2.82,377.8
41,2021,2,7.14,5.81,2.67,135,10.97,187.3
41,2021,3,7.01,5.31,1.07,1400,17.12,198.2
41,2021,4,7.85,3.3,1.35,5,11.68,366.7
41,2022,1,7.73,6.07,15.71,156,8.08,238.4
41,2022,2,7.12,4.96,1.93,168,0.95,236.1
41,2022,3,7.34,6.46,9.37,1592,4.84,389.1
41,2022,4,6.97,7.26,9.59,1099,10.15,247.3
41,2023,1,6.95,6.33,0.56,41,20.29,440.8
41,2023,2,6.55,6.97,3.55,516,6.03,285.2
41,2023,3,7.71,4.6,2.86,51,8.67,498.9
41,2023,4,7.07,5.87,1.86,32,9.82,255.2
42,2019,1,7.24,4.27,0.5,446,2.33,277.0
42,2019,2,6.57,6.14,9.07,343,0.5,264.5
42,2019,3,7.35,6.21,4.41,371,0.79,414.5
42,2019,4,6.92,6.17,1.9,566,3.6,261.2
42,2020,1,7.4,3.62,4.67,453,3.51,414.6
42,2020,2,7.27,4.89,2.14,342,2.8,204.8
42,2020,3,6.82,5.97,2.92,247,4.51,229.7
42,2020,4,7.28,5.06,1.26,204,2.09,135.6
42,2021,1,7.27,5.635,3.62,30,8.3,269.3
42,2021,2,6.58,5.635,2.08,807,1.56,367.3
42,2021,3,6.34,4.6,6.3,1080,2.81,288.8
42,2021,4,7.63,5.8,0.6,545,2.68,309.6
42,2022,1,7.4,6.42,0.66,77,0.84,255.7
42,2022,2,7.79,5.07,1.29,40,3.29,172.8
42,2022,3,6.56,5.4,0.5,149,0.91,382.6
42,2022,4,7.29,2.83,1.69,1052,0.5,307.6
42,2023,1,7.78,5.9,0.5,100,4.37,344.5
42,2023,2,6.38,5.79,1.7,186,1.87,302.5
42,2023,3,8.23,5.78,3.92,507,2.83,213.7
42,2023,4,6.38,5.49,0.5,609,4.04,303.3
43,2019,1,6.99,4.15,7.03,230,17.0,242.8
43,2019,2,7.7,2.36,2.59,113,7.09,257.0
43,2019,3,7.4,6.92,3.38,51,1.9,346.1
43,2019,4,6.87,3.34,5.1,734,0.5,316.5
43,2020,1,6.85,4.75,6.59,859,0.81,309.1
43,2020,2,7.41,4.3,7.46,411,2.28,321.8
43,2020,3,7.59,1.78,2.9,219,0.95,338.1
43,2020,4,7.92,3.01,10.71,453,5.88,288.4
43,2021,1,7.17,4.15,0.5,469,14.25,403.5
43,2021,2,7.59,4.1,4.36,5,5.01,517.7
43,2021,3,7.87,3.36,3.07,473,2.1,426.0
43,2021,4,6.85,4.59,5.41,210,1.28,223.5
43,2022,1,7.3,3.26,0.6,50,2.11,156.8
43,2022,2,6.66,4.15,1.46,233,2.13,281.5
43,2022,3,7.25,3.26,1.21,375,5.02,144.8
43,2022,4,8.08,4.62,0.56,206,15.82,360.0
43,2023,1,6.81,5.24,2.83,46,5.2,405.7
43,2023,2,7.01,5.83,9.13,300,4.62,245.6
43,2023,3,6.82,5.46,1.47,454,3.81,265.2
43,2023,4,7.33,5.34,0.5,68,1.34,234.1
44,2019,1,7.07,5.08,9.05,659,2.26,143.6
44,2019,2,6.15,5.62,8.22,339,0.92,545.2
44,2019,3,7.26,5.59,2.93,557,0.77,184.4
44,2019,4,7.24,5.01,0.79,303,9.94,342.8
44,2020,1,7.42,6.52,4.31,402,1.59,247.0
44,2020,2,7.99,7.54,6.79,187,3.99,288.8
44,2020,3,6.53,6.24,0.5,621,3.96,307.3
44,2020,4,6.85,3.34,0.5,328,2.48,179.2
44,2021,1,6.47,4.84,3.37,312,2.27,238.8
44,2021,2,6.2,4.44,4.23,314,6.35,323.3
44,2021,3,8.23,6.13,0.92,44,5.05,242.6
44,2021,4,7.4,3.13,1.57,21,2.8,386.1
44,2022,1,7.99,5.65,2.08,448,1.28,296.3
44,2022,2,7.43,6.31,2.16,291,0.64,236.8
44,2022,3,7.54,5.18,0.55,12,1.39,272.6
44,2022,4,7.28,6.29,0.5,17,7.09,437.2
44,2023,1,6.91,4.01,0.5,207,8.33,543.7
44,2023,2,7.26,5.36,0.5,163,0.5,361.5
44,2023,3,6.82,5.09,7.35,34,1.16,322.1
44,2023,4,7.63,3.01,19.9,294,1.71,259.5
45,2019,1,7.34,5.68,0.5,32,4.12,125.0
45,2019,2,7.22,4.61,1.22,679,0.5,319.2
45,2019,3,7.86,3.17,0.5,11,1.27,386.0
45,2019,4,7.82,4.33,0.5,65,4.94,202.9
45,2020,1,7.54,4.96,5.27,210,0.62,350.1
45,2020,2,7.07,5.74,2.42,784,7.87,342.9
45,2020,3,6.86,4.48,8.83,14,2.79,275.4
45,2020,4,6.92,5.89,1.13,517,0.5,399.1
45,2021,1,7.46,5.01,5.93,587,10.62,414.4
45,2021,2,7.43,4.93,0.94,57,0.78,439.4
45,2021,3,7.42,3.56,0.82,169,5.59,391.0
45,2021,4,6.86,7.07,3.53,372,1.15,192.5
45,2022,1,7.68,5.8,1.38,172,10.73,292.4
45,2022,2,6.87,6.31,1.37,78,1.54,236.2
45,2022,3,7.35,4.79,0.97,131,0.62,270.8
45,2022,4,7.9,3.85,10.64,292,3.62,338.5
45,2023,1,7.13,5.93,0.5,13,5.04,352.9
45,2023,2,7.18,4.43,3.29,90,2.92,317.8
45,2023,3,7.99,3.14,2.18,196,4.74,119.2
45,2023,4,6.87,5.02,0.5,167,14.58,409.0
46,2019,1,7.3,3.96,3.92,85,0.89,360.6
46,2019,2,7.24,5.02,2.44,111,6.97,333.6
46,2019,3,7.78,3.41,1.46,28,5.04,176.0
46,2019,4,7.72,2.8,0.5,45,10.92,370.7
46,2020,1,7.33,5.08,1.76,342,3.49,261.7
46,2020,2,6.94,5.55,8.28,41,0.81,142.4
46,2020,3,6.96,4.65,3.55,958,0.64,357.9
46,2020,4,7.76,5.69,2.97,256,1.66,253.6
46,2021,1,6.74,5.67,6.22,509,0.92,156.9
46,2021,2,7.62,3.2,8.9,186,4.19,313.8
46,2021,3,7.26,4.65,2.76,159,21.61,336.9
46,2021,4,7.35,3.56,0.5,349,1.0,302.1
46,2022,1,7.11,6.39,0.96,589,7.69,484.5
46,2022,2,7.19,2.88,1.42,299,4.82,306.9
46,2022,3,7.05,6.82,0.5,69,0.5,292.9
46,2022,4,6.86,3.12,2.0,423,2.95,375.5
46,2023,1,7.1,4.46,6.76,178,4.4,221.9
46,2023,2,7.32,5.7,0.78,193,1.96,321.7
46,2023,3,7.08,5.96,7.14,206,0.5,343.8
46,2023,4,7.48,4.18,3.35,54,0.79,305.2
47,2019,1,6.73,5.61,6.52,413,3.94,150.1
47,2019,2,7.29,5.96,3.58,167,3.87,276.4
47,2019,3,7.21,4.09,1.92,462,0.85,339.9
47,2019,4,6.97,4.34,3.42,77,1.28,426.8
47,2020,1,7.32,4.01,20.65,3,6.99,100.7
47,2020,2,7.27,2.51,1.87,255,0.7,129.8
47,2020,3,7.73,4.55,0.5,18,0.89,286.3
47,2020,4,7.24,5.96,1.92,299,3.33,370.1
47,2021,1,6.81,5.69,1.61,636,2.09,192.3
47,2021,2,7.44,4.97,1.23,12,1.19,455.0
47,2021,3,7.24,4.95,0.99,426,1.57,221.2
47,2021,4,7.29,5.01,5.78,611,7.41,434.9
47,2022,1,6.73,3.53,3.92,65,0.81,312.1
47,2022,2,6.94,7.28,6.66,277,3.98,375.5
47,2022,3,7.92,3.37,7.08,106,6.63,369.7
47,2022,4,8.45,5.17,2.06,94,13.33,240.9
47,2023,1,7.86,4.51,5.84,1496,5.96,297.0
47,2023,2,6.67,4.24,0.5,259,0.5,358.5
47,2023,3,6.97,4.7,2.06,757,8.56,263.9
47,2023,4,6.93,3.63,0.5,609,2.74,144.4
48,2019,1,6.68,6.74,0.5,1601,57.7,267.8
48,2019,2,6.69,4.36,5.95,457,4.92,367.2
48,2019,3,7.41,4.2,1.38,1236,1.47,300.4
48,2019,4,7.92,5.38,12.35,1495,4.96,258.6
48,2020,1,6.15,3.8,0.5,427,9.01,373.7
48,2020,2,6.99,5.12,0.5,1029,7.86,272.8
48,2020,3,7.14,3.71,0.5,862,3.64,302.2
48,2020,4,7.62,5.2,5.6,1185,26.0,367.5
48,2021,1,7.49,6.69,6.19,11,5.56,394.2
48,2021,2,7.23,5.8,6.7,1733,1.83,273.1
48,2021,3,7.1,5.0,0.76,1527,3.41,303.7
48,2021,4,7.98,5.72,3.94,71,0.77,236.2
48,2022,1,6.33,3.36,3.4,1095,5.5,204.4
48,2022,2,7.09,2.64,1.42,612,0.54,265.0
48,2022,3,6.65,4.69,7.59,530,15.56,149.2
