Country,State,Year,Station Code,Station Name,"Minimum Temperature For Ground Water In Celsius (UOM:Â°C(Centigrade)), Scaling Factor:1","Maximum Temperature For Ground Water In Celsius (UOM:Â°C(Centigrade)), Scaling Factor:1","Minimum Level Of Dissolved Oxygen (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Level Of Dissolved Oxygen (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum Potential Of Hydrogen Value In Water (UOM:pH), Scaling Factor:1","Maximum Potential Of Hydrogen Value In Water (UOM:pH), Scaling Factor:1","Minimum Conductivity Level (UOM:Ã‚Âµmhos/cm(micromhospercentimeter)), Scaling Factor:1","Maximum Conductivity Level (UOM:Ã‚Âµmhos/cm(micromhospercentimeter)), Scaling Factor:1","Minimum Biochemical Oxygen Demand (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Biochemical Oxygen Demand (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum  Of Nitrate N  (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum  Of Nitrate N (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum  Of Nitrate N + Nitrite N Required Required For Ground Water (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum  Of Nitrate N + Nitrite N Required Required For Ground Water (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum  Of Total Coliform Required For Ground Water (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum  Of Total Coliform Required For Ground Water (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Minimum  Of Faecal Coliforms Required For Ground Water (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum   Of Faecal Coliforms Required For Ground Water (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Minimum Level Of Faecal Streptococci Bacteria (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum Level Of Faecal Streptococci Bacteria (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Minimum Concentration Of Total Dissolved Solids (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Concentration Of Total Dissolved Solids  (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum Concentration Of Fluoride Observed (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Concentration Of Fluoride Observed (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Nimum Concentration Of Arsenic Observed (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Concentration Of Arsenic Observed (UOM:mg/L(Milligramsperliter)), Scaling Factor:1"
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2200,"BORE WELL AT KATPUR, NEAR Z.P. SCHOOL, VILLAGE- KATPUR,TALUKA- PAITHAN,DISTRICT- AURANGABAD.",28.0000000000000000,40.0000000000000000,,,7.4000000000000000,8.4000000000000000,1008.0000000000000000,1759.0000000000000000,2.8000000000000000,3.2000000000000000,,,3.7000000000000000,11.3000000000000000,,,,,,,804.0000000000000000,1296.0000000000000000,0.74000000000000000000,1.02000000000000000000,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2201,"DUG WELL AT RANJANGAON, VILLAGE-RANJANGAON, TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",28.0000000000000000,40.0000000000000000,,,7.4000000000000000,7.7000000000000000,1226.0000000000000000,1615.0000000000000000,2.8000000000000000,6.2000000000000000,,,11.5000000000000000,18.8000000000000000,2.0000000000000000,23.0000000000000000,,,,,1052.0000000000000000,1204.0000000000000000,0.72000000000000000000,0.97000000000000000000,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2203,"HAND PUMP IN THE PREMISES OF ZILLA PARISHAD PRIMARY SCHOOL, VILLAGE- BHUGAON,TALUKA- WARDHA,DISTRICT- WARDHA.",16.0000000000000000,19.0000000000000000,,,7.4000000000000000,7.8000000000000000,1204.0000000000000000,1464.0000000000000000,2.8000000000000000,3.0000000000000000,,,,,140.0000000000000000,170.0000000000000000,21.0000000000000000,22.0000000000000000,,,902.0000000000000000,1160.0000000000000000,,,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2204,"DUG WELL AT GUNJALWADI,SANGAMNER NEAR PRIMARY HEALTH CARE CENTER, VILLAGE- GUNJALWADI,TALUKA- SANGAMNER,DISTRICT- AHMADNAGAR.",20.0000000000000000,25.0000000000000000,,,7.4000000000000000,7.7000000000000000,1068.0000000000000000,4850.0000000000000000,3.4000000000000000,3.4000000000000000,,,0.67000000000000000000,0.67000000000000000000,47.0000000000000000,70.0000000000000000,4.0000000000000000,11.0000000000000000,,,388.0000000000000000,852.0000000000000000,,,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2816,"DUG WELL OF MR.SAMPAT WALUNJ, NEAR M/S MAHAJEET CLAYTON, VILLAGE- SHINDE VILLAGE, TALUKA- NASHIK, DISTRICT- NASHIK.",26.0000000000000000,27.0000000000000000,,,7.2000000000000000,7.4000000000000000,1248.0000000000000000,1582.0000000000000000,3.2000000000000000,3.4000000000000000,,,5.2100000000000000,5.2100000000000000,46.0000000000000000,48.0000000000000000,4.0000000000000000,4.0000000000000000,,,1004.0000000000000000,1250.0000000000000000,,,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2817,"BORE WELL AT CHITALI NEAR WAGH VASTHI, VILLAGE- CHITALI, TALUKA- RAHATA, DISTRICT- AHMEDNAGAR.",20.0000000000000000,26.0000000000000000,,,7.7000000000000000,7.8000000000000000,381.0000000000000000,1018.0000000000000000,3.2000000000000000,3.4000000000000000,,,,,43.0000000000000000,58.0000000000000000,4.0000000000000000,6.0000000000000000,,,306.0000000000000000,888.0000000000000000,,,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2819,"DUG WELL OWNED BY SHRI DESHMUKH, VILLAGE- MALEGAON, TALUKA- BARAMATI, DISTRICT- PUNE.",28.0000000000000000,29.0000000000000000,,,7.4000000000000000,7.6000000000000000,3421.0000000000000000,3700.0000000000000000,5.6000000000000000,5.8000000000000000,,,7.2400000000000000,9.1400000000000000,130.0000000000000000,150.0000000000000000,8.0000000000000000,8.0000000000000000,,,2908.0000000000000000,3034.0000000000000000,0.21000000000000000000,0.22000000000000000000,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2820,"DUG WELL OWNED BY SHRI SHIVAJI BABAN DAREKAR, VILLAGE- SANASWADI, TALUKA- SHIRUR, DISTRICT- PUNE.",26.0000000000000000,27.0000000000000000,,,7.9000000000000000,8.2000000000000000,575.0000000000000000,1010.0000000000000000,4.8000000000000000,5.0000000000000000,,,0.87000000000000000000,7.3000000000000000,120.0000000000000000,150.0000000000000000,9.0000000000000000,10.0000000000000000,,,472.0000000000000000,884.0000000000000000,0.51000000000000000000,0.51000000000000000000,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2821,"BORE WELL AT BALE RAILWAY STATION PREMISES OWNED BY SHRI. DIGAMBAR JOSHI, VILLAGE- DAHEGAON, TALUKA- NORTH SOLAPUR, DISTRICT- SOLAPUR.",29.0000000000000000,34.0000000000000000,,,7.9000000000000000,8.2000000000000000,1708.0000000000000000,4730.0000000000000000,3.2000000000000000,6.4000000000000000,,,2.2000000000000000,9.3600000000000000,130.0000000000000000,170.0000000000000000,8.0000000000000000,9.0000000000000000,,,1472.0000000000000000,3880.0000000000000000,0.62000000000000000000,0.62000000000000000000,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2822,"BORE WELL NEAR CHINCHOLI MIDC, VILLAGE- CHINCHOLI, TALUKA- MOHOL, DISTRICT- SOLAPUR.",29.0000000000000000,34.0000000000000000,,,7.9000000000000000,8.0000000000000000,1715.0000000000000000,4670.0000000000000000,4.2000000000000000,5.4000000000000000,,,2.1600000000000000,9.5200000000000000,95.0000000000000000,140.0000000000000000,8.0000000000000000,8.0000000000000000,,,1468.0000000000000000,3828.0000000000000000,0.56000000000000000000,0.56000000000000000000,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2823,"BORE WELL AT SHETE VASTI, NEAR OLD TULJAPUR ROAD, VILLAGE- SHETE VASTHI, TULJAPUR NAKA, TALUKA- SOLAPUR, DISTRICT- SOLAPUR.",29.0000000000000000,34.0000000000000000,,,7.4000000000000000,8.3000000000000000,1726.0000000000000000,4811.0000000000000000,2.6000000000000000,4.2000000000000000,,,2.2200000000000000,11.8800000000000000,120.0000000000000000,195.0000000000000000,8.0000000000000000,9.0000000000000000,,,1498.0000000000000000,3944.0000000000000000,,,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2825,"BORE WELL AT WAHEGAON, NEAR ZILLA PARISHAD SCHOOL,VILLAGE- WAHEGAON,TALUKA-PAITHAN, DISTRICT - AURANGABAD",28.0000000000000000,40.0000000000000000,,,7.1000000000000000,8.5000000000000000,1735.0000000000000000,2737.0000000000000000,3.6000000000000000,4.2000000000000000,,,12.0000000000000000,14.5000000000000000,,,,,,,1250.0000000000000000,2346.0000000000000000,0.55000000000000000000,1.01000000000000000000,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2826,"DUG WELL NEAR RAILWAY STATION & COTTON MARKET, VILLAGE- WARDHA, TALUKA- WARDHA, DISTRICT- WARDHA.",16.0000000000000000,19.0000000000000000,,,7.3000000000000000,7.8000000000000000,1122.0000000000000000,1579.0000000000000000,3.0000000000000000,3.0000000000000000,,,2.4800000000000000,2.4800000000000000,120.0000000000000000,130.0000000000000000,17.0000000000000000,26.0000000000000000,,,875.0000000000000000,1380.0000000000000000,,,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2828,"DUG WELL NEAR ZILLA PARISHAD PRIMARY SCHOOL, AT VILLAGE- VISAPUR, TALUKA- BALLARPUR, DISTRICT- CHANDRAPUR.",19.0000000000000000,19.0000000000000000,,,8.2000000000000000,8.3000000000000000,962.0000000000000000,1630.0000000000000000,3.4000000000000000,3.6000000000000000,,,,,130.0000000000000000,150.0000000000000000,11.0000000000000000,25.0000000000000000,,,832.0000000000000000,1164.0000000000000000,,,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2829,"BORE WELL AT MIDC, SHIROLI NEAR M/S PRATIBHA ENTERPRISES, VILLAGE- SHIROLI,TALUKA- HATKANANGALE, DISTRICT- KOLHAPUR.",26.0000000000000000,28.0000000000000000,,,7.4000000000000000,8.1000000000000000,185.0000000000000000,562.0000000000000000,2.0000000000000000,2.0000000000000000,,,0.53000000000000000000,3.8300000000000000,15.0000000000000000,15.0000000000000000,4.0000000000000000,4.0000000000000000,,,154.0000000000000000,465.0000000000000000,0.24000000000000000000,0.24000000000000000000,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2830,"BORE WELL AT MIDC GOKUL - SHIRGAON, VILLAGE- GOKUL- SHIRGAON, TALUKA- KARVIR, DISTRICT - KOLHAPUR.",26.0000000000000000,28.0000000000000000,,,7.5000000000000000,8.2000000000000000,578.0000000000000000,629.0000000000000000,1.80000000000000000000,2.0000000000000000,,,1.67000000000000000000,1.88000000000000000000,15.0000000000000000,15.0000000000000000,4.0000000000000000,4.0000000000000000,,,467.0000000000000000,523.0000000000000000,0.23000000000000000000,0.24000000000000000000,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2831,"DUG WELL AT SAKHARALI, NEAR MIDC ISLAMPUR NEAR KRISHNA MILK INDUSTRY, VILLAGE- SAKHARALI, TALUKA- WALWA, DISTRICT- SANGLI.",24.0000000000000000,24.0000000000000000,,,8.0000000000000000,8.2000000000000000,939.0000000000000000,1119.0000000000000000,2.4000000000000000,2.8000000000000000,,,2.9000000000000000,6.4000000000000000,12.0000000000000000,26.0000000000000000,3.7000000000000000,6.0000000000000000,,,768.0000000000000000,929.0000000000000000,0.23000000000000000000,0.23000000000000000000,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2832,"DUG WELL NO. 1 AT BRAHMANWADI- ANJANWEL, OWNED BY SHRI. VAIDYA, VILLAGE- ANJANWEL, TALUKA- GUHAGAR, DISTRICT- RATNAGIRI.",28.0000000000000000,32.0000000000000000,,,7.4000000000000000,7.6000000000000000,67.0000000000000000,142.0000000000000000,1.80000000000000000000,2.0000000000000000,,,0.55000000000000000000,0.55000000000000000000,11.0000000000000000,12.0000000000000000,5.5000000000000000,6.0000000000000000,,,56.0000000000000000,123.0000000000000000,,,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2833,"DUG WELL NO. 1 OWNED BY GROUP GRAM PANCHAYAT AT ARKETWADI, NEAR MASJID, VILLAGE- ARKETWADI, TALUKA- KHED, DISTRICT- RATNAGIRI.",28.0000000000000000,32.0000000000000000,,,7.6000000000000000,7.7000000000000000,134.0000000000000000,159.0000000000000000,1.80000000000000000000,2.2000000000000000,,,,,13.0000000000000000,17.0000000000000000,4.0000000000000000,5.5000000000000000,,,112.0000000000000000,136.0000000000000000,,,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2834,"DUG WELL NO. 2 AT ARKETWADI, VILLAGE- ARKETWADI, TALUKA - KHED, DISTRICT- RATNAGIRI.",28.0000000000000000,33.0000000000000000,,,7.4000000000000000,7.4000000000000000,133.0000000000000000,5139.0000000000000000,2.6000000000000000,3.0000000000000000,,,0.46000000000000000000,0.46000000000000000000,17.0000000000000000,27.0000000000000000,6.1000000000000000,8.2000000000000000,,,110.0000000000000000,4238.0000000000000000,0.22000000000000000000,0.22000000000000000000,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2022",2835,"DUG WELL NO. 2, OWNED BY GROUP GRAM PANCHAYAT, BRAHMANWADI- ANJANWEL, VILLAGE- ANJANWEL, TALUKA- GUHAGAR, DISTRICT- RATNAGIRI.",28.0000000000000000,32.0000000000000000,,,6.9000000000000000,7.4000000000000000,69.0000000000000000,298.0000000000000000,1.80000000000000000000,2.0000000000000000,,,0.72000000000000000000,0.72000000000000000000,12.0000000000000000,15.0000000000000000,3.6000000000000000,3.6000000000000000,,,58.0000000000000000,238.0000000000000000,,,,
India,Manipur,"Calendar Year (Jan - Dec), 2022",1920,"TUBE WELL NEAR PADMA ENGLISH SCHOOL, KAKCHING",23.0000000000000000,23.0000000000000000,,,7.5000000000000000,7.5000000000000000,875.0000000000000000,875.0000000000000000,,,,,,,,,,,,,92.0000000000000000,92.0000000000000000,,,,
India,Manipur,"Calendar Year (Jan - Dec), 2022",1921,TUBE WELL AT HEIROK BAZAR,24.0000000000000000,24.0000000000000000,,,7.0000000000000000,7.0000000000000000,820.0000000000000000,820.0000000000000000,,,,,,,,,,,,,176.0000000000000000,176.0000000000000000,,,,
India,Manipur,"Calendar Year (Jan - Dec), 2022",1922,"TUBE WELL AT KHUMUJAMBA NEAR IBUDHOU MAIGEINGAKPA TEMPLE , LAMKA",25.0000000000000000,25.0000000000000000,,,7.5000000000000000,7.5000000000000000,675.0000000000000000,675.0000000000000000,,,,,,,,,,,,,120.0000000000000000,120.0000000000000000,,,,
India,Manipur,"Calendar Year (Jan - Dec), 2022",1923,"TUBE WELL NEAR TUREL WANGMA COMMUNITY HALL, MOREH",25.0000000000000000,25.0000000000000000,,,7.4000000000000000,7.4000000000000000,620.0000000000000000,620.0000000000000000,,,,,,,,,,,,,125.0000000000000000,125.0000000000000000,,,,
India,Manipur,"Calendar Year (Jan - Dec), 2022",1924,"TUBE WELL AT MOLNOI VILLAGE C. GANMNUM VILLAGE, PALLEL",24.0000000000000000,26.0000000000000000,,,7.2000000000000000,7.3000000000000000,570.0000000000000000,730.0000000000000000,,,,,,,,,,,,,92.0000000000000000,138.0000000000000000,,,,
India,Manipur,"Calendar Year (Jan - Dec), 2022",2881,HAND PUMP AT TAKHEL,23.0000000000000000,24.0000000000000000,,,6.8000000000000000,7.4000000000000000,610.0000000000000000,620.0000000000000000,,,,,,,,,,,,,82.0000000000000000,175.0000000000000000,,,,
India,Manipur,"Calendar Year (Jan - Dec), 2022",2885,HAND PUMP AT SAITON,24.0000000000000000,24.0000000000000000,,,7.3000000000000000,7.3000000000000000,580.0000000000000000,580.0000000000000000,,,,,,,,,,,,,120.0000000000000000,120.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",1634,"POLICE BAZAR, SHILLONG (POLICE BAZAAR SPRING)",16.0000000000000000,18.0000000000000000,,,5.9000000000000000,6.1000000000000000,175.0000000000000000,260.0000000000000000,1.20000000000000000000,1.20000000000000000000,,,6.2200000000000000,6.7300000000000000,30.0000000000000000,110.0000000000000000,4.0000000000000000,4.0000000000000000,,,121.0000000000000000,179.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",1635,"MAWLAI, SHILLONG (MAWPDANG SPRING)",16.0000000000000000,17.0000000000000000,,,5.7000000000000000,5.7000000000000000,255.0000000000000000,264.0000000000000000,1.30000000000000000000,1.40000000000000000000,,,12.5200000000000000,14.7200000000000000,,,,,,,176.0000000000000000,182.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",1636,EPIP BYRNIHAT (NARBONG- WELL),17.0000000000000000,19.5000000000000000,,,6.0000000000000000,6.6000000000000000,132.0000000000000000,138.0000000000000000,1.40000000000000000000,1.40000000000000000000,,,1.15000000000000000000,1.62000000000000000000,12.0000000000000000,21.0000000000000000,,,,,91.0000000000000000,95.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",1637,"SOHRA, CHERRAPUNJEE (WAH U DKHAR - SPRING)",18.0000000000000000,21.4000000000000000,,,5.6000000000000000,6.2000000000000000,108.0000000000000000,114.0000000000000000,1.10000000000000000000,1.30000000000000000000,,,3.6200000000000000,4.9600000000000000,,,,,,,74.0000000000000000,78.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",1638,SHANGPUNG (UMSAHEP SPRING),16.0000000000000000,20.0000000000000000,,,5.5000000000000000,5.6000000000000000,142.0000000000000000,150.0000000000000000,1.20000000000000000000,1.20000000000000000000,,,6.9200000000000000,7.5200000000000000,,,,,,,78.0000000000000000,98.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",3385,MAWTHADRISHAN WELL AT MARKASA,19.0000000000000000,20.0000000000000000,,,6.6000000000000000,6.7000000000000000,43.0000000000000000,49.0000000000000000,1.10000000000000000000,1.50000000000000000000,,,0.39000000000000000000,0.44000000000000000000,12.0000000000000000,12.0000000000000000,,,,,29.0000000000000000,34.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",3386,JAKREM HOT SPRING AT JAKREM,16.0000000000000000,42.0000000000000000,,,8.9000000000000000,9.1000000000000000,300.0000000000000000,312.0000000000000000,1.10000000000000000000,1.20000000000000000000,,,0.69000000000000000000,0.75000000000000000000,,,,,,,207.0000000000000000,215.0000000000000000,20.5000000000000000,20.5000000000000000,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",4323,BOREWELL AT GOOD SHEPHERD PARISH IN LADRYMBAI,15.0000000000000000,17.2000000000000000,,,6.7000000000000000,7.8000000000000000,85.0000000000000000,200.0000000000000000,1.20000000000000000000,1.20000000000000000000,,,0.52000000000000000000,0.66000000000000000000,,,,,,,59.0000000000000000,138.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",4324,BOREWELL AT KHLIEHWAH SHASEM - A IN KHLIEHRIAT,17.0000000000000000,20.0000000000000000,,,5.5000000000000000,5.7000000000000000,153.0000000000000000,180.0000000000000000,1.30000000000000000000,1.40000000000000000000,,,0.42000000000000000000,0.48000000000000000000,,,,,,,105.0000000000000000,124.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",4325,BOREWELL AT KHLIEHWAH SHASEM - B IN KHLIEHRIAT,18.0000000000000000,18.0000000000000000,,,5.1000000000000000,6.1000000000000000,95.0000000000000000,109.0000000000000000,1.30000000000000000000,1.40000000000000000000,,,0.58000000000000000000,0.64000000000000000000,,,,,,,67.0000000000000000,85.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",4904,"DEEP TUBE WELL AT DONGKAMON NONGMENSONG, SHILLONG",14.0000000000000000,19.0000000000000000,,,6.7000000000000000,7.0000000000000000,114.0000000000000000,216.0000000000000000,1.10000000000000000000,1.20000000000000000000,,,4.7200000000000000,5.0200000000000000,21.0000000000000000,27.0000000000000000,,,,,79.0000000000000000,83.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",4905,"DUG WELL AT FOREST COLONY, POLO, SHILLONG",16.0000000000000000,18.0000000000000000,,,6.6000000000000000,7.0000000000000000,197.0000000000000000,216.0000000000000000,1.10000000000000000000,1.10000000000000000000,,,3.5200000000000000,4.7200000000000000,41.0000000000000000,60.0000000000000000,,,,,120.0000000000000000,149.0000000000000000,,,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2022",4906,"DEEP TUBE WELL AT LABAN LAST STOP, SHILLONG",15.0000000000000000,18.0000000000000000,,,5.0000000000000000,5.5000000000000000,55.0000000000000000,78.0000000000000000,,,,,0.32000000000000000000,0.33000000000000000000,12.0000000000000000,13.0000000000000000,,,,,38.0000000000000000,54.0000000000000000,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",2054,"RAMHLUN 'N' SPRING WATER, AIZAWL",20.0000000000000000,24.0000000000000000,,,6.1000000000000000,6.4000000000000000,411.0000000000000000,571.0000000000000000,1.80000000000000000000,1.80000000000000000000,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",2055,"MISSION VENGTHLANG SPRING WATER, AIZAWL",18.0000000000000000,25.0000000000000000,,,6.8000000000000000,7.2000000000000000,293.0000000000000000,599.0000000000000000,1.40000000000000000000,1.40000000000000000000,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3725,"LUNGLI SPRING WATER, REPUBLIC VENG, AIZAWL",18.0000000000000000,25.0000000000000000,,,7.3000000000000000,7.5000000000000000,320.0000000000000000,377.0000000000000000,1.10000000000000000000,1.30000000000000000000,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3726,"RAMHLUN 'S' SPRING WATER, NEAR COMMUNITY HALL, AIZAWL",21.0000000000000000,25.0000000000000000,,,5.9000000000000000,7.6000000000000000,427.0000000000000000,499.0000000000000000,1.20000000000000000000,1.20000000000000000000,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3727,"TUITHIANG VENG SPRING WATER, AIZAWL",18.0000000000000000,25.0000000000000000,,,6.8000000000000000,7.1000000000000000,349.0000000000000000,365.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3728,"KHURPUI SPRING WATER, SOUTH HLIMEN, AIZAWL",20.0000000000000000,25.0000000000000000,,,5.7000000000000000,7.2000000000000000,420.0000000000000000,452.0000000000000000,1.50000000000000000000,1.50000000000000000000,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3730,"SELESIH HAND PUMP, AIZAWL",20.0000000000000000,26.0000000000000000,,,6.7000000000000000,7.1000000000000000,94.0000000000000000,417.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3731,"TUIKUAL HAND PUMP, AIZAWL",21.0000000000000000,24.0000000000000000,,,6.6000000000000000,6.9000000000000000,212.0000000000000000,250.0000000000000000,,,,,0.16000000000000000000,0.16000000000000000000,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3732,"CHALTLANG HAND PUMP, NEAR REMI TYRE WORKS, AIZAWL",19.0000000000000000,26.0000000000000000,,,6.4000000000000000,6.8000000000000000,44.0000000000000000,472.0000000000000000,,,,,0.27000000000000000000,0.27000000000000000000,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3733,"SOUTH HLIMEN HAND PUMP, AIZAWL",18.0000000000000000,25.0000000000000000,,,6.5000000000000000,6.8000000000000000,229.0000000000000000,293.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3737,"VAITUI SPRING WATER, THEIRIAT , LUNGEI",17.0000000000000000,25.0000000000000000,,,6.6000000000000000,6.9000000000000000,70.0000000000000000,291.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3738,"SAP TUIKHUR SPRING WATER, SERKAWN, LUNGLEI",19.0000000000000000,25.0000000000000000,,,6.3000000000000000,6.9000000000000000,70.0000000000000000,100.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3739,"ZOBAWK HAND PUMP, LUNGLEI DIST.",23.0000000000000000,23.0000000000000000,,,7.0200000000000000,7.0200000000000000,96.0000000000000000,96.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3741,"KHURPUI SPRING WATER, LAWNGTLAI",19.0000000000000000,19.0000000000000000,,,6.7000000000000000,6.7000000000000000,155.0000000000000000,155.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3742,"CHANMARI HAND PUMP, LAWNGTLAI",21.0000000000000000,21.0000000000000000,,,6.5000000000000000,6.5000000000000000,154.0000000000000000,154.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3745,"CHHOCHHOPA SPRING WATER, NEW COLONY, SAIHA",16.0000000000000000,19.0000000000000000,,,6.5000000000000000,7.1000000000000000,157.0000000000000000,192.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3753,"HMAR VENG SPRING WATER, KOLASIB",16.0000000000000000,20.0000000000000000,,,7.3000000000000000,7.5000000000000000,154.0000000000000000,217.0000000000000000,,,,,0.03000000000000000000,0.03000000000000000000,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",3758,"BETHEL VENG HAND PUMP, CHAMPHAI",19.0000000000000000,20.0000000000000000,,,6.2000000000000000,7.5000000000000000,203.0000000000000000,359.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",4124,"ELECTRIC VENG SPRING WATER, LUNGLEI",17.0000000000000000,26.0000000000000000,,,7.1000000000000000,7.1000000000000000,156.0000000000000000,269.0000000000000000,269.0000000000000000,269.0000000000000000,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",4126,"PAWHHAWN SPRING WATER, NR GM HSS, VENGSANG, CHAMPHAI",17.0000000000000000,19.0000000000000000,,,5.1000000000000000,6.0000000000000000,187.0000000000000000,207.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",4127,"KHURPUI SPRING WATER, NEW COLONY, SAIHA",15.0000000000000000,19.0000000000000000,,,5.6000000000000000,7.8000000000000000,56.0000000000000000,114.0000000000000000,,,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",4128,"F LALLAWMAWMA WELL, NEW SAIHA, SAIHA DIST.",15.0000000000000000,20.0000000000000000,,,6.3000000000000000,7.2000000000000000,131.0000000000000000,249.0000000000000000,1.40000000000000000000,1.40000000000000000000,,,,,,,,,,,,,,,,
India,Mizoram,"Calendar Year (Jan - Dec), 2022",4129,"TUIVAMIT SPRING WATER, AOC VENG, LAWNGTLAI",21.0000000000000000,21.0000000000000000,,,7.6000000000000000,7.6000000000000000,154.0000000000000000,154.0000000000000000,,,,,,,,,,,,,,,,,,
